"Locus","Genot","Obs.Het","Exp.Het","P.value","s.d","Steps.done","islandpop","p.value.adjusted"
112,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
113,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
114,6,0.16667,0.40909,0.273,0.00043,1001000,"mainland.txt",1
115,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
116,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
117,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
118,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
119,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
120,6,0.66667,0.48485,1,0,1001000,"mainland.txt",1
121,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
122,6,0.16667,0.5303,0.15119,0.00035,1001000,"mainland.txt",1
123,6,0.16667,0.40909,0.27333,0.00044,1001000,"mainland.txt",1
124,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
125,6,0,0.48485,0.03065,0.00018,1001000,"mainland.txt",1
126,6,0.16667,0.40909,0.27272,0.00045,1001000,"mainland.txt",1
127,6,0.16667,0.40909,0.27264,0.00044,1001000,"mainland.txt",1
129,6,0.66667,0.54545,1,0,1001000,"mainland.txt",1
131,6,0,0.30303,0.09057,0.00028,1001000,"mainland.txt",1
132,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
133,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
134,6,0.16667,0.40909,0.2726,0.00044,1001000,"mainland.txt",1
135,6,0.16667,0.40909,0.27274,0.00046,1001000,"mainland.txt",1
136,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
137,6,0.16667,0.40909,0.27306,0.00046,1001000,"mainland.txt",1
139,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
140,6,0,0.48485,0.0303,0.00017,1001000,"mainland.txt",1
141,6,0,0.30303,0.09055,0.00028,1001000,"mainland.txt",1
142,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
145,6,0.5,0.5303,1,0,1001000,"mainland.txt",1
146,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
147,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
148,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
149,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
150,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
151,6,0,0.30303,0.09062,0.00029,1001000,"mainland.txt",1
152,6,0.16667,0.40909,0.27279,0.00044,1001000,"mainland.txt",1
153,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
154,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
155,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
157,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
160,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
161,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
162,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
163,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
164,6,0.5,0.5303,1,0,1001000,"mainland.txt",1
165,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
166,6,0.16667,0.40909,0.27252,0.00044,1001000,"mainland.txt",1
167,6,0,0.48485,0.03057,0.00018,1001000,"mainland.txt",1
168,6,0.16667,0.5303,0.15213,0.00036,1001000,"mainland.txt",1
170,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
171,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
172,6,0.16667,0.40909,0.27258,0.00045,1001000,"mainland.txt",1
173,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
174,6,0.16667,0.40909,0.27383,0.00044,1001000,"mainland.txt",1
175,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
176,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
177,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
178,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
179,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
180,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
183,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
184,6,0.5,0.5303,1,0,1001000,"mainland.txt",1
185,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
186,6,0.16667,0.40909,0.27295,0.00045,1001000,"mainland.txt",1
188,6,0,0.54545,0.02146,0.00014,1001000,"mainland.txt",1
189,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
190,6,0.16667,0.40909,0.27215,0.00043,1001000,"mainland.txt",1
191,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
192,6,0.16667,0.40909,0.27345,0.00047,1001000,"mainland.txt",1
193,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
194,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
195,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
197,6,0.16667,0.40909,0.27194,0.00045,1001000,"mainland.txt",1
198,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
199,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
200,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
202,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
203,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
204,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
205,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
206,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
207,6,0.66667,0.48485,1,0,1001000,"mainland.txt",1
208,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
209,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
211,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
212,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
213,6,0.66667,0.48485,1,0,1001000,"mainland.txt",1
214,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
215,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
217,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
218,6,0.16667,0.40909,0.27351,0.00044,1001000,"mainland.txt",1
219,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
220,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
221,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
222,6,0.16667,0.40909,0.27315,0.00044,1001000,"mainland.txt",1
223,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
224,6,0.16667,0.40909,0.27225,0.00043,1001000,"mainland.txt",1
225,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
227,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
229,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
230,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
231,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
233,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
234,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
236,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
237,6,0.16667,0.40909,0.27209,0.00044,1001000,"mainland.txt",1
238,6,0.33333,0.54545,0.47999,0.00053,1001000,"mainland.txt",1
239,6,0,0.48485,0.03027,0.00017,1001000,"mainland.txt",1
240,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
241,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
242,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
243,6,0.66667,0.48485,1,0,1001000,"mainland.txt",1
244,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
247,6,0.16667,0.40909,0.27255,0.00044,1001000,"mainland.txt",1
248,6,0.16667,0.40909,0.27236,0.00044,1001000,"mainland.txt",1
250,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
251,6,0.66667,0.48485,1,0,1001000,"mainland.txt",1
252,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
253,6,0,0.30303,0.09095,0.00028,1001000,"mainland.txt",1
254,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
255,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
256,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
257,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
258,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
260,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
261,6,0.33333,0.48485,1,0,1001000,"mainland.txt",1
262,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
263,6,0,0.48485,0.03018,0.00017,1001000,"mainland.txt",1
264,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
265,6,0.16667,0.16667,1,0,1001000,"mainland.txt",1
266,6,0,0.30303,0.0911,0.00028,1001000,"mainland.txt",1
270,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
272,6,0.16667,0.5303,0.15196,0.00037,1001000,"mainland.txt",1
273,6,0.16667,0.40909,0.27375,0.00044,1001000,"mainland.txt",1
276,6,0.16667,0.40909,0.27153,0.00043,1001000,"mainland.txt",1
277,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
278,6,0.66667,0.54545,1,0,1001000,"mainland.txt",1
279,6,0.66667,0.48485,1,0,1001000,"mainland.txt",1
280,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
281,6,0.5,0.40909,1,0,1001000,"mainland.txt",1
282,6,0.33333,0.30303,1,0,1001000,"mainland.txt",1
1,6,0.16667,0.40909,0.27168,0.00044,1001000,"malenge.txt",1
3,5,0,0.35556,0.112,0.00032,1001000,"malenge.txt",1
7,11,0.45455,0.36797,1,0,1001000,"malenge.txt",1
8,8,0.375,0.325,1,0,1001000,"malenge.txt",1
9,9,0.22222,0.36601,0.34187,0.00047,1001000,"malenge.txt",1
10,5,0.4,0.35556,1,0,1001000,"malenge.txt",1
11,3,0,0.53333,0.19941,0.00038,1001000,"malenge.txt",1
14,12,0.41667,0.3442,1,0,1001000,"malenge.txt",1
15,9,0,0.20915,0.05871,0.00023,1001000,"malenge.txt",1
16,4,0,0.42857,0.14233,0.00035,1001000,"malenge.txt",1
20,6,0.33333,0.48485,1,0,1001000,"malenge.txt",1
21,12,0.41667,0.3442,1,0,1001000,"malenge.txt",1
22,4,0.5,0.42857,1,0,1001000,"malenge.txt",1
23,8,0,0.23333,0.06642,0.00025,1001000,"malenge.txt",1
24,6,0.33333,0.30303,1,0,1001000,"malenge.txt",1
25,8,0.5,0.4,1,0,1001000,"malenge.txt",1
30,6,0,0.54545,0.02148,0.00015,1001000,"malenge.txt",1
33,1,1,1,1,0,1001000,"malenge.txt",1
34,5,0,0.35556,0.11088,0.00032,1001000,"malenge.txt",1
35,2,1,0.66667,1,0,1001000,"malenge.txt",1
39,11,0.18182,0.41558,0.10854,0.00031,1001000,"malenge.txt",1
40,7,0,0.52747,0.01164,0.00011,1001000,"malenge.txt",1
42,10,0.1,0.1,1,0,1001000,"malenge.txt",1
43,4,0,0.42857,0.14337,0.00036,1001000,"malenge.txt",1
44,12,0.58333,0.51812,1,0,1001000,"malenge.txt",1
45,9,0,0.47059,0.00444,6e-05,1001000,"malenge.txt",1
47,8,0.25,0.5,0.21755,0.00042,1001000,"malenge.txt",1
48,5,0,0.53333,0.04725,0.00022,1001000,"malenge.txt",1
50,12,0.5,0.50725,1,0,1001000,"malenge.txt",1
51,5,0.4,0.53333,1,0,1001000,"malenge.txt",1
52,5,0.2,0.2,1,0,1001000,"malenge.txt",1
54,7,0.14286,0.14286,1,0,1001000,"malenge.txt",1
55,9,0,0.52288,0.00275,5e-05,1001000,"malenge.txt",1
56,7,0.14286,0.14286,1,0,1001000,"malenge.txt",1
57,9,0.11111,0.50327,0.03168,0.00017,1001000,"malenge.txt",1
59,8,0,0.23333,0.06664,0.00025,1001000,"malenge.txt",1
63,3,0.33333,0.33333,1,0,1001000,"malenge.txt",1
64,9,0.22222,0.52288,0.17074,0.00038,1001000,"malenge.txt",1
65,4,0,0.42857,0.1429,0.00035,1001000,"malenge.txt",1
67,12,0.08333,0.22826,0.13086,0.00035,1001000,"malenge.txt",1
71,11,0.18182,0.48485,0.05889,0.00024,1001000,"malenge.txt",1
72,10,0,0.50526,0.00165,4e-05,1001000,"malenge.txt",1
74,11,0.54545,0.41558,0.5051,0.00049,1001000,"malenge.txt",1
75,2,0,0.66667,0.33209,0.00048,1001000,"malenge.txt",1
76,8,0.125,0.45833,0.07755,0.00026,1001000,"malenge.txt",1
77,8,0.125,0.525,0.04885,0.00022,1001000,"malenge.txt",1
78,6,0.5,0.5303,1,0,1001000,"malenge.txt",1
79,2,0,0.66667,0.33317,0.00047,1001000,"malenge.txt",1
80,5,0.2,0.2,1,0,1001000,"malenge.txt",1
82,2,0,0.66667,0.33415,0.00048,1001000,"malenge.txt",1
83,9,0.11111,0.29412,0.17663,0.00037,1001000,"malenge.txt",1
87,3,0.33333,0.33333,1,0,1001000,"malenge.txt",1
89,10,0.1,0.1,1,0,1001000,"malenge.txt",1
90,11,0.36364,0.31169,1,0,1001000,"malenge.txt",1
92,9,0.11111,0.50327,0.0311,0.00018,1001000,"malenge.txt",1
93,8,0.125,0.325,0.20099,0.00042,1001000,"malenge.txt",1
95,7,0,0.26374,0.07673,0.00026,1001000,"malenge.txt",1
97,3,0.66667,0.53333,1,0,1001000,"malenge.txt",1
98,7,0,0.26374,0.07625,0.00026,1001000,"malenge.txt",1
100,5,0,0.35556,0.1103,0.00031,1001000,"malenge.txt",1
101,10,0.2,0.18947,1,0,1001000,"malenge.txt",1
103,5,0,0.35556,0.11022,0.00033,1001000,"malenge.txt",1
104,11,0.09091,0.09091,1,0,1001000,"malenge.txt",1
106,10,0,0.18947,0.05264,0.00024,1001000,"malenge.txt",1
107,6,0,0.48485,0.03057,0.00017,1001000,"malenge.txt",1
108,7,0.14286,0.36264,0.23162,0.00043,1001000,"malenge.txt",1
109,5,0.2,0.2,1,0,1001000,"malenge.txt",1
110,5,0.2,0.46667,0.33365,0.00048,1001000,"malenge.txt",1
112,5,0,0.53333,0.04736,0.00022,1001000,"malenge.txt",1
113,9,0,0.52288,0.00313,6e-05,1001000,"malenge.txt",1
114,7,0.28571,0.26374,1,0,1001000,"malenge.txt",1
116,5,0.4,0.35556,1,0,1001000,"malenge.txt",1
118,10,0.8,0.50526,0.17439,0.00038,1001000,"malenge.txt",1
119,7,0.28571,0.52747,0.44155,0.00047,1001000,"malenge.txt",1
122,4,0,0.42857,0.14301,0.00035,1001000,"malenge.txt",1
123,6,0,0.48485,0.03007,0.00018,1001000,"malenge.txt",1
125,4,0,0.42857,0.14421,0.00036,1001000,"malenge.txt",1
127,12,0.08333,0.08333,1,0,1001000,"malenge.txt",1
129,7,0.57143,0.52747,1,0,1001000,"malenge.txt",1
133,12,0.75,0.48913,0.09208,3e-04,1001000,"malenge.txt",1
135,9,0.33333,0.50327,0.49373,0.00049,1001000,"malenge.txt",1
136,2,1,0.66667,1,0,1001000,"malenge.txt",1
141,4,0.25,0.25,1,0,1001000,"malenge.txt",1
142,10,0.1,0.26842,0.15825,0.00036,1001000,"malenge.txt",1
143,4,0,0.42857,0.14245,0.00036,1001000,"malenge.txt",1
144,7,0.14286,0.36264,0.23017,0.00041,1001000,"malenge.txt",1
145,5,0.4,0.35556,1,0,1001000,"malenge.txt",1
146,6,0,0.30303,0.09156,0.00028,1001000,"malenge.txt",1
147,12,0.25,0.51812,0.10422,3e-04,1001000,"malenge.txt",1
149,6,0.16667,0.5303,0.1521,0.00035,1001000,"malenge.txt",1
150,10,0.1,0.47895,0.0219,0.00015,1001000,"malenge.txt",1
151,6,0.16667,0.16667,1,0,1001000,"malenge.txt",1
153,6,0,0.48485,0.03067,0.00017,1001000,"malenge.txt",1
154,12,0.08333,0.22826,0.12986,0.00034,1001000,"malenge.txt",1
155,10,0.4,0.33684,1,0,1001000,"malenge.txt",1
156,9,0,0.36601,0.01174,0.00011,1001000,"malenge.txt",1
157,10,0.1,0.26842,0.1578,0.00035,1001000,"malenge.txt",1
158,10,0.1,0.52105,0.01472,0.00012,1001000,"malenge.txt",1
159,11,0.27273,0.24675,1,0,1001000,"malenge.txt",1
161,7,0.14286,0.36264,0.23034,0.00042,1001000,"malenge.txt",1
164,12,0.08333,0.48913,0.00595,8e-05,1001000,"malenge.txt",1
166,12,0.25,0.22826,1,0,1001000,"malenge.txt",1
169,3,0,0.53333,0.19824,4e-04,1001000,"malenge.txt",1
171,3,0,0.53333,0.20007,0.00039,1001000,"malenge.txt",1
172,9,0.11111,0.50327,0.03123,0.00017,1001000,"malenge.txt",1
173,3,0,0.53333,0.20012,4e-04,1001000,"malenge.txt",1
175,9,0.11111,0.50327,0.03139,0.00017,1001000,"malenge.txt",1
177,6,0,0.30303,0.09031,0.00028,1001000,"malenge.txt",1
178,2,0,0.66667,0.3342,0.00048,1001000,"malenge.txt",1
179,7,0,0.52747,0.01167,0.00011,1001000,"malenge.txt",1
180,9,0,0.20915,0.05828,0.00023,1001000,"malenge.txt",1
181,8,0.125,0.525,0.04883,0.00023,1001000,"malenge.txt",1
183,11,0.18182,0.17316,1,0,1001000,"malenge.txt",1
184,12,0.25,0.22826,1,0,1001000,"malenge.txt",1
185,9,0,0.52288,0.00289,6e-05,1001000,"malenge.txt",1
188,12,0.08333,0.08333,1,0,1001000,"malenge.txt",1
190,6,0,0.30303,0.09061,0.00028,1001000,"malenge.txt",1
191,11,0.09091,0.09091,1,0,1001000,"malenge.txt",1
194,7,0,0.26374,0.07719,0.00027,1001000,"malenge.txt",1
196,7,0.14286,0.36264,0.23116,0.00043,1001000,"malenge.txt",1
197,9,0,0.20915,0.05853,0.00023,1001000,"malenge.txt",1
199,4,0,0.42857,0.14176,0.00035,1001000,"malenge.txt",1
201,8,0.375,0.45833,1,0,1001000,"malenge.txt",1
202,8,0,0.23333,0.06661,0.00025,1001000,"malenge.txt",1
203,11,0.36364,0.48485,0.53807,5e-04,1001000,"malenge.txt",1
204,8,0.125,0.45833,0.07684,0.00027,1001000,"malenge.txt",1
205,9,0.11111,0.52941,0.03665,0.00019,1001000,"malenge.txt",1
206,6,0.16667,0.16667,1,0,1001000,"malenge.txt",1
209,10,0,0.33684,0.00939,9e-05,1001000,"malenge.txt",1
210,7,0.28571,0.26374,1,0,1001000,"malenge.txt",1
211,8,0.25,0.23333,1,0,1001000,"malenge.txt",1
212,12,0.08333,0.3442,0.03115,0.00017,1001000,"malenge.txt",1
213,9,0.66667,0.52288,0.53887,5e-04,1001000,"malenge.txt",1
215,11,0.27273,0.50649,0.21451,0.00041,1001000,"malenge.txt",1
216,12,0.91667,0.51812,0.01415,0.00011,1001000,"malenge.txt",1
218,10,0.2,0.33684,0.30661,0.00046,1001000,"malenge.txt",1
219,12,0.08333,0.08333,1,0,1001000,"malenge.txt",1
220,12,0.16667,0.28986,0.25585,0.00044,1001000,"malenge.txt",1
222,10,0.1,0.26842,0.15764,0.00036,1001000,"malenge.txt",1
224,11,0.54545,0.51948,1,0,1001000,"malenge.txt",1
226,3,0.33333,0.33333,1,0,1001000,"malenge.txt",1
228,5,0.2,0.46667,0.33239,0.00047,1001000,"malenge.txt",1
229,3,0,0.53333,0.20114,0.00041,1001000,"malenge.txt",1
230,3,0.33333,0.33333,1,0,1001000,"malenge.txt",1
231,4,0.25,0.25,1,0,1001000,"malenge.txt",1
232,6,0,0.54545,0.02182,0.00014,1001000,"malenge.txt",1
233,8,0.25,0.23333,1,0,1001000,"malenge.txt",1
234,8,0,0.4,0.01514,0.00012,1001000,"malenge.txt",1
236,8,0.375,0.325,1,0,1001000,"malenge.txt",1
238,11,0.36364,0.51948,0.54288,0.00051,1001000,"malenge.txt",1
240,7,0,0.43956,0.02112,0.00014,1001000,"malenge.txt",1
241,6,0,0.30303,0.08996,0.00027,1001000,"malenge.txt",1
243,12,0.25,0.43116,0.19487,0.00039,1001000,"malenge.txt",1
245,6,0,0.54545,0.02143,0.00014,1001000,"malenge.txt",1
246,2,0,0.66667,0.3334,0.00048,1001000,"malenge.txt",1
247,8,0.125,0.325,0.20001,0.00039,1001000,"malenge.txt",1
248,9,0.11111,0.50327,0.03163,0.00017,1001000,"malenge.txt",1
249,9,0,0.36601,0.01154,1e-04,1001000,"malenge.txt",1
251,12,0.33333,0.50725,0.28869,0.00046,1001000,"malenge.txt",1
253,12,0.41667,0.48913,1,0,1001000,"malenge.txt",1
256,4,0.25,0.25,1,0,1001000,"malenge.txt",1
257,9,0,0.20915,0.05874,0.00023,1001000,"malenge.txt",1
258,11,0.18182,0.41558,0.10826,0.00032,1001000,"malenge.txt",1
259,5,0.2,0.2,1,0,1001000,"malenge.txt",1
260,7,0.28571,0.43956,0.4401,0.00051,1001000,"malenge.txt",1
261,9,0,0.47059,0.00456,6e-05,1001000,"malenge.txt",1
263,3,0,0.53333,0.2001,4e-04,1001000,"malenge.txt",1
264,7,0,0.26374,0.077,0.00027,1001000,"malenge.txt",1
266,6,0.33333,0.48485,1,0,1001000,"malenge.txt",1
267,9,0.22222,0.20915,1,0,1001000,"malenge.txt",1
269,6,0.66667,0.48485,1,0,1001000,"malenge.txt",1
270,7,0,0.43956,0.02096,0.00014,1001000,"malenge.txt",1
272,5,0,0.53333,0.04784,0.00021,1001000,"malenge.txt",1
273,6,0,0.30303,0.0908,0.00028,1001000,"malenge.txt",1
274,12,0.08333,0.08333,1,0,1001000,"malenge.txt",1
276,7,0.57143,0.52747,1,0,1001000,"malenge.txt",1
278,7,0.42857,0.36264,1,0,1001000,"malenge.txt",1
281,12,0.33333,0.50725,0.28945,0.00046,1001000,"malenge.txt",1
282,12,0.08333,0.51812,0.00447,7e-05,1001000,"malenge.txt",1
2,14,0.57143,0.51852,1,0,1001000,"mohotani.txt",1
3,13,0.38462,0.32308,1,0,1001000,"mohotani.txt",1
9,14,0.28571,0.47619,0.2385,0.00042,1001000,"mohotani.txt",1
17,14,0.21429,0.19841,1,0,1001000,"mohotani.txt",1
21,14,0.07143,0.07143,1,0,1001000,"mohotani.txt",1
24,13,0,0.27077,0.00526,7e-05,1001000,"mohotani.txt",1
25,14,0.07143,0.19841,0.11167,0.00031,1001000,"mohotani.txt",1
31,14,0.07143,0.07143,1,0,1001000,"mohotani.txt",1
32,14,0.28571,0.34921,0.48999,5e-04,1001000,"mohotani.txt",1
33,14,0.5,0.38889,0.51379,5e-04,1001000,"mohotani.txt",1
41,14,0,0.50794,7e-05,1e-05,1001000,"mohotani.txt",0.18102
44,14,0.07143,0.07143,1,0,1001000,"mohotani.txt",1
46,14,0.42857,0.47619,1,0,1001000,"mohotani.txt",1
49,14,0.57143,0.42328,0.50528,5e-04,1001000,"mohotani.txt",1
52,14,0.14286,0.13757,1,0,1001000,"mohotani.txt",1
53,14,0.14286,0.13757,1,0,1001000,"mohotani.txt",1
54,14,0.21429,0.19841,1,0,1001000,"mohotani.txt",1
59,14,0.28571,0.25397,1,0,1001000,"mohotani.txt",1
61,14,0.5,0.51587,1,0,1001000,"mohotani.txt",1
62,14,0.35714,0.30423,1,0,1001000,"mohotani.txt",1
74,14,0.5,0.38889,0.51365,5e-04,1001000,"mohotani.txt",1
75,14,0.5,0.45238,1,0,1001000,"mohotani.txt",1
76,13,0.61538,0.49231,0.56645,0.00051,1001000,"mohotani.txt",1
86,9,0.22222,0.47059,0.16828,0.00036,1001000,"mohotani.txt",1
87,9,0.33333,0.50327,0.49353,5e-04,1001000,"mohotani.txt",1
93,14,0.42857,0.50794,0.62118,0.00049,1001000,"mohotani.txt",1
95,14,0.35714,0.30423,1,0,1001000,"mohotani.txt",1
98,12,0.08333,0.08333,1,0,1001000,"mohotani.txt",1
102,12,0.41667,0.51812,0.59379,0.00049,1001000,"mohotani.txt",1
104,13,0.30769,0.51692,0.26074,0.00045,1001000,"mohotani.txt",1
105,13,0.38462,0.50769,0.57245,0.00049,1001000,"mohotani.txt",1
107,13,0,0.49231,0.00024,1e-05,1001000,"mohotani.txt",0.6168
108,14,0.35714,0.30423,1,0,1001000,"mohotani.txt",1
109,14,0.07143,0.07143,1,0,1001000,"mohotani.txt",1
116,10,0.1,0.26842,0.1574,0.00037,1001000,"mohotani.txt",1
119,14,0.92857,0.51587,0.00428,7e-05,1001000,"mohotani.txt",1
122,14,0.42857,0.51852,0.61701,0.00048,1001000,"mohotani.txt",1
127,14,0.07143,0.45238,0.00295,5e-05,1001000,"mohotani.txt",1
131,14,0.5,0.38889,0.51373,0.00051,1001000,"mohotani.txt",1
132,9,0,0.36601,0.01155,0.00011,1001000,"mohotani.txt",1
141,14,0.14286,0.25397,0.21764,0.00043,1001000,"mohotani.txt",1
146,14,0.07143,0.07143,1,0,1001000,"mohotani.txt",1
149,14,0.28571,0.42328,0.25776,0.00042,1001000,"mohotani.txt",1
156,11,0.18182,0.17316,1,0,1001000,"mohotani.txt",1
157,10,0,0.18947,0.05247,0.00023,1001000,"mohotani.txt",1
159,14,0.21429,0.19841,1,0,1001000,"mohotani.txt",1
162,14,0.35714,0.45238,0.55443,5e-04,1001000,"mohotani.txt",1
166,14,0.14286,0.13757,1,0,1001000,"mohotani.txt",1
169,14,0.64286,0.51587,0.58915,0.00048,1001000,"mohotani.txt",1
170,14,0.28571,0.25397,1,0,1001000,"mohotani.txt",1
171,14,0.14286,0.13757,1,0,1001000,"mohotani.txt",1
180,14,0.42857,0.50794,0.62021,0.00049,1001000,"mohotani.txt",1
181,14,0.07143,0.19841,0.11059,0.00032,1001000,"mohotani.txt",1
182,11,0.90909,0.51948,0.01837,0.00013,1001000,"mohotani.txt",1
184,14,0.28571,0.34921,0.49057,0.00049,1001000,"mohotani.txt",1
185,14,0,0.25397,0.00442,7e-05,1001000,"mohotani.txt",1
187,14,0.42857,0.47619,1,0,1001000,"mohotani.txt",1
188,14,0,0.13757,0.03711,2e-04,1001000,"mohotani.txt",1
196,14,0.5,0.49471,1,0,1001000,"mohotani.txt",1
197,14,0.07143,0.07143,1,0,1001000,"mohotani.txt",1
202,13,0.30769,0.27077,1,0,1001000,"mohotani.txt",1
203,12,0,0.15942,0.04264,2e-04,1001000,"mohotani.txt",1
209,14,0.28571,0.42328,0.25753,0.00044,1001000,"mohotani.txt",1
210,14,0.42857,0.34921,1,0,1001000,"mohotani.txt",1
215,14,0.14286,0.13757,1,0,1001000,"mohotani.txt",1
216,14,0.14286,0.13757,1,0,1001000,"mohotani.txt",1
220,14,0.21429,0.49471,0.08135,0.00026,1001000,"mohotani.txt",1
228,13,0.30769,0.27077,1,0,1001000,"mohotani.txt",1
230,14,0.28571,0.34921,0.48957,0.00051,1001000,"mohotani.txt",1
235,14,0.28571,0.25397,1,0,1001000,"mohotani.txt",1
240,14,0.42857,0.34921,1,0,1001000,"mohotani.txt",1
241,14,0.42857,0.50794,0.62169,5e-04,1001000,"mohotani.txt",1
245,4,0.5,0.42857,1,0,1001000,"mohotani.txt",1
246,13,0.15385,0.27077,0.23543,0.00044,1001000,"mohotani.txt",1
248,14,0.07143,0.07143,1,0,1001000,"mohotani.txt",1
249,14,0.5,0.49471,1,0,1001000,"mohotani.txt",1
250,14,0.28571,0.25397,1,0,1001000,"mohotani.txt",1
251,14,0.57143,0.51852,1,0,1001000,"mohotani.txt",1
266,14,0.28571,0.50794,0.13198,0.00033,1001000,"mohotani.txt",1
269,14,0.42857,0.42328,1,0,1001000,"mohotani.txt",1
273,14,0.28571,0.34921,0.48966,5e-04,1001000,"mohotani.txt",1
274,14,0.35714,0.49471,0.57057,0.00048,1001000,"mohotani.txt",1
275,14,0.42857,0.47619,1,0,1001000,"mohotani.txt",1
3,21,0.04762,0.04762,1,0,1001000,"motukawanui.txt",1
8,21,0.04762,0.04762,1,0,1001000,"motukawanui.txt",1
10,21,0,0.09292,0.02459,0.00015,1001000,"motukawanui.txt",1
